Address,Building Name,Zip Code,Bed,Bath,Avg SF,# Units,Mix %,Units Available Units,Units Available Percent,Avg Asking Rent/Unit,Avg Asking Rent/SF,Avg Effective Rent/Unit,Avg Effective Rent/SF,Concessions %,Year Built,Year Renovated,Units,Lande (Acres),Vacancy %,Washer/Dryer,Walk in Closet,Hardwood/Vinyl Floor,Walk Score,Transit Score,1 Mile Population,1 Mile Median Household Income,Miles from Domain,Miles from Downtown,
8003 S IH035,Bexley 3FIVE,78744,1,1,811,16,5.60%,5,26.30%,1112.00,1.37,1112.00,1.37,0.000,2015,,338,160.00,2.70%,no,1,1,2,26,12394,59977,21.73,9.69,
8003 S IH035,Bexley 3FIVE,78744,2,2,1009,20,5.90%,2,10.00%,1449.00,1.44,1413.00,1.40,0.025,2015,,338,160.00,2.70%,no,1,1,2,26,12394,59977,21.73,9.69,
8003 S IH035,Bexley 3FIVE,78744,2,2,1033,20,5.90%,0,0.00%,1306.00,1.26,1273.00,1.23,0.025,2015,,338,160.00,2.70%,no,1,1,2,26,12394,59977,21.73,9.69,
8003 S IH035,Bexley 3FIVE,78744,2,2,1050,20,5.90%,0,0.00%,1431.00,1.36,1395.00,1.33,0.025,2015,,338,160.00,2.70%,no,1,1,2,26,12394,59977,21.73,9.69,
8003 S IH035,Bexley 3FIVE,78744,2,2,1064,20,5.90%,2,10.00%,1299.00,1.22,1267.00,1.19,0.025,2015,,338,160.00,2.70%,no,1,1,2,26,12394,59977,21.73,9.69,
8003 S IH035,Bexley 3FIVE,78744,2,2,1097,20,5.90%,2,10.00%,1351.00,1.23,1317.00,1.20,0.025,2015,,338,160.00,2.70%,no,1,1,2,26,12394,59977,21.73,9.69,
8003 S IH035,Bexley 3FIVE,78744,2,2,1136,20,5.90%,4,20.00%,1453.00,1.28,1417.00,1.25,0.025,2015,,338,160.00,2.70%,no,1,1,2,26,12394,59977,21.73,9.69,
8003 S IH035,Bexley 3FIVE,78744,2,2,1156,20,5.90%,0,0.00%,1399.00,1.21,1364.00,1.18,0.025,2015,,338,160.00,2.70%,no,1,1,2,26,12394,59977,21.73,9.69,
8003 S IH035,Bexley 3FIVE,78744,2,2,1171,20,5.90%,1,5.00%,1325.00,1.13,1292.00,1.10,0.025,2015,,338,160.00,2.70%,no,1,1,2,26,12394,59977,21.73,9.69,
8003 S IH035,Bexley 3FIVE,78744,2,2,1180,20,5.90%,0,0.00%,1504.00,1.27,1466.00,1.24,0.025,2015,,338,160.00,2.70%,no,1,1,2,26,12394,59977,21.73,9.69,
8003 S IH035,Bexley 3FIVE,78744,2,2,1203,20,5.90%,0,0.00%,1429.00,1.19,1393.00,1.16,0.025,2015,,338,160.00,2.70%,no,1,1,2,26,12394,59977,21.73,9.69,
8003 S IH035,Bexley 3FIVE,78744,2,2,1233,20,5.90%,0,0.00%,1433.00,1.16,1398.00,1.13,0.025,2015,,338,160.00,2.70%,no,1,1,2,26,12394,59977,21.73,9.69,
8003 S IH035,Bexley 3FIVE,78744,3,2,1375,20,5.90%,1,5.00%,1599.00,1.16,1599.00,1.16,0.000,2015,,338,160.00,2.70%,no,1,1,2,26,12394,59977,21.73,9.69,
8515 S Interstate 35,Griffis Southpark,78744,0,1,500,18,5.00%,2,11.00%,938.00,1.89,938.00,1.88,0.000,2008,,330,24.15,10.30%,Yes in unit,1,0,22,34,11927,63754,21.1,9.06,
8515 S Interstate 35,Griffis Southpark,78744,0,1,610,15,5.50%,2,11.00%,1017.00,1.67,1017.00,1.67,0.000,2008,,330,24.15,10.30%,Yes in unit,1,0,22,34,11927,63754,21.1,9.06,
8515 S Interstate 35,Griffis Southpark,78744,1,1,639,18,5.50%,2,11.00%,1314.00,2.06,1186.00,1.86,0.098,2008,,330,24.15,10.30%,Yes in unit,1,0,22,34,11927,63754,21.1,9.06,
8515 S Interstate 35,Griffis Southpark,78744,1,1,711,18,5.50%,2,11.00%,1119.00,1.57,1010.00,1.42,0.098,2008,,330,24.15,10.30%,Yes in unit,1,0,22,34,11927,63754,21.1,9.06,
8515 S Interstate 35,Griffis Southpark,78744,1,1,715,18,5.50%,2,11.00%,1220.00,1.71,1101.00,1.54,0.098,2008,,330,24.15,10.30%,Yes in unit,1,0,22,34,11927,63754,21.1,9.06,
8515 S Interstate 35,Griffis Southpark,78744,1,1,757,15,5.50%,2,11.00%,1183.00,1.56,1067.00,1.41,0.098,2008,,330,24.15,10.30%,Yes in unit,1,0,22,34,11927,63754,21.1,9.06,
8515 S Interstate 35,Griffis Southpark,78744,1,1,771,18,5.50%,2,11.00%,1134.00,1.47,1023.00,1.33,0.098,2008,,330,24.15,10.30%,Yes in unit,1,0,22,34,11927,63754,21.1,9.06,
8515 S Interstate 35,Griffis Southpark,78744,1,1,819,18,5.50%,2,11.00%,1098.00,1.34,991.00,1.21,0.098,2008,,330,24.15,10.30%,Yes in unit,1,0,22,34,11927,63754,21.1,9.06,
8515 S Interstate 35,Griffis Southpark,78744,1,1,825,24,7.30%,2,8.30%,1347.00,1.63,1216.00,1.47,0.098,2008,,330,24.15,10.30%,Yes in unit,1,0,22,34,11927,63754,21.1,9.06,
8515 S Interstate 35,Griffis Southpark,78744,1,1,868,24,7.30%,2,8.30%,982.00,1.13,896.00,1.02,0.098,2008,,330,24.15,10.30%,Yes in unit,1,0,22,34,11927,63754,21.1,9.06,
8515 S Interstate 35,Griffis Southpark,78744,2,2,879,10,3.00%,1,10.00%,1540.00,1.75,1497.00,1.70,0.028,2008,,330,24.15,10.30%,Yes in unit,1,0,22,34,11927,63754,21.1,9.06,
8515 S Interstate 35,Griffis Southpark,78744,2,2,939,10,3.00%,1,10.00%,1387.00,1.48,1348.00,1.44,0.028,2008,,330,24.15,10.30%,Yes in unit,1,0,22,34,11927,63754,21.1,9.06,
8515 S Interstate 35,Griffis Southpark,78744,2,2,947,10,3.00%,1,10.00%,1580.00,1.67,1536.00,1.62,0.028,2008,,330,24.15,10.30%,Yes in unit,1,0,22,34,11927,63754,21.1,9.06,
8515 S Interstate 35,Griffis Southpark,78744,2,2,970,10,3.00%,1,10.00%,1477.00,1.52,1436.00,1.48,0.028,2008,,330,24.15,10.30%,Yes in unit,1,0,22,34,11927,63754,21.1,9.06,
8515 S Interstate 35,Griffis Southpark,78744,2,2,1007,10,3.00%,1,10.00%,1552.00,1.54,1508.00,1.50,0.028,2008,,330,24.15,10.30%,Yes in unit,1,0,22,34,11927,63754,21.1,9.06,
8515 S Interstate 35,Griffis Southpark,78744,2,2,1084,10,3.00%,2,20.00%,1555.00,1.43,1512.00,1.39,0.028,2008,,330,24.15,10.30%,Yes in unit,1,0,22,34,11927,63754,21.1,9.06,
8515 S Interstate 35,Griffis Southpark,78744,3,2,1294,51,16.40%,5,9.30%,1717.00,1.33,1681.00,1.30,0.028,2008,,330,24.15,10.30%,Yes in unit,1,0,22,34,11927,63754,21.1,9.06,
8515 S Interstate 35,Griffis Southpark,78744,3,2,1397,24,7.30%,2,8.30%,1670.00,1.20,1635.00,1.17,0.021,2008,,330,24.15,10.30%,Yes in unit,1,0,22,34,11927,63754,21.1,9.06,
333 E Slaughter Ln,Stonecreek Ranch Apartments,78744,1,1,642,48,24.20%,3,6.30%,1059.00,1.65,1059.00,1.65,0.000,2003,,198,8.50,8.60%,no,1,0,15,36,9093,67682,21.1,9.06,
333 E Slaughter Ln,Stonecreek Ranch Apartments,78744,1,1,729,36,18.20%,3,8.30%,1099.00,1.51,1099.00,1.51,0.000,2003,,198,8.50,8.60%,no,1,0,15,36,9093,67682,21.1,9.06,
333 E Slaughter Ln,Stonecreek Ranch Apartments,78744,1,1,764,36,18.20%,3,8.30%,1069.00,1.40,1069.00,1.40,0.000,2003,,198,8.50,8.60%,no,1,0,15,36,9093,67682,21.1,9.06,
333 E Slaughter Ln,Stonecreek Ranch Apartments,78744,2,2,943,24,12.10%,2,8.30%,1159.00,1.23,1159.00,1.23,0.000,2003,,198,8.50,8.60%,no,1,0,15,36,9093,67682,21.1,9.06,
333 E Slaughter Ln,Stonecreek Ranch Apartments,78744,2,2,1024,24,12.10%,4,16.70%,1189.00,1.16,1189.00,1.16,0.000,2003,,198,8.50,8.60%,no,1,0,15,36,9093,67682,21.1,9.06,
333 E Slaughter Ln,Stonecreek Ranch Apartments,78744,2,2,1071,18,9.10%,0,0.00%,1178.00,1.10,1178.00,1.10,0.000,2003,,198,8.50,8.60%,no,1,0,15,36,9093,67682,21.1,9.06,
333 E Slaughter Ln,Stonecreek Ranch Apartments,78744,3,2,1248,12,6.10%,7,58.00%,1409.00,1.13,1409.00,1.13,0.000,2003,,198,8.50,8.60%,no,1,0,15,36,9093,67682,21.1,9.06,
5112 S 1st St,Terrain,78745,1,1,504,26,31.30%,6,23.10%,980.00,1.94,898.00,1.78,0.083,1982,,83,4.43,7.20%,Yes but not in unit,0,1,30,40,18675,58777,18.2,7,
5112 S 1st St,Terrain,78745,1,1,637,17,20.50%,3,17.70%,1050.00,1.65,962.00,1.51,0.083,1982,,83,4.43,7.20%,Yes but not in unit,0,1,30,40,18675,58777,18.2,7,
5112 S 1st St,Terrain,78745,1,1,700,13,15.70%,2,15.40%,1027.00,1.47,942.00,1.35,0.083,1982,,83,4.43,7.20%,Yes but not in unit,0,1,30,40,18675,58777,18.2,7,
5112 S 1st St,Terrain,78745,1,1,800,3,3.60%,0,0.00%,1225.00,1.53,1123.00,1.40,0.083,1982,,83,4.43,7.20%,Yes but not in unit,0,1,30,40,18675,58777,18.2,7,
5112 S 1st St,Terrain,78745,2,2,850,24,28.90%,3,12.50%,1333.00,1.57,1222.00,1.44,0.083,1982,,83,4.43,7.20%,Yes but not in unit,0,1,30,40,18675,58777,18.2,7,
5816 S 1st St,The Arts at Turtle Creek,78745,1,1,0,0,0.00%,0,0.00%,1050.00,0.00,969.00,0.00,0.077,2007,,95,4.62,10.50%,Yes but not in unit,0,1,65,44,23112,56091,19.2,8,
5816 S 1st St,The Arts at Turtle Creek,78745,1,1,670,47,49.50%,0,0.00%,1075.00,1.60,992.00,1.48,0.077,2007,,95,4.62,10.50%,Yes but not in unit,0,1,65,44,23112,56091,19.2,8,
5816 S 1st St,The Arts at Turtle Creek,78745,2,2,0,0,0.00%,0,0.00%,1295.00,0.00,1186.00,0.00,0.084,2007,,95,4.62,10.50%,Yes but not in unit,0,1,65,44,23112,56091,19.2,8,
5816 S 1st St,The Arts at Turtle Creek,78745,2,2,915,48,50.50%,5,10.40%,1271.00,1.39,1165.00,1.27,0.083,2007,,95,4.62,10.50%,Yes but not in unit,0,1,65,44,23112,56091,19.2,8,
9030911 Battle Bend Blvd,Tramor at Oak Bend,78745,1,1,520,10,14.30%,0,0.00%,850.00,1.63,846.00,1.63,0.005,1985,,70,2.25,4.30%,Yes in unit,1,0,42,40,18291,51087,17.89,5.85,
9030911 Battle Bend Blvd,Tramor at Oak Bend,78745,1,1,675,44,62.90%,1,2.30%,965.00,1.43,961.00,1.42,0.005,1985,,70,2.25,4.30%,Yes in unit,1,0,42,40,18291,51087,17.89,5.85,
9030911 Battle Bend Blvd,Tramor at Oak Bend,78745,1,1,735,6,8.60%,0,0.00%,925.00,1.26,921.00,1.25,0.005,1985,,70,2.25,4.30%,Yes in unit,1,0,42,40,18291,51087,17.89,5.85,
9030911 Battle Bend Blvd,Tramor at Oak Bend,78745,2,2,905,10,14.30%,1,10.00%,1025.00,1.13,1015.00,1.12,0.010,1985,,70,2.25,4.30%,Yes in unit,1,0,42,40,18291,51087,17.89,5.85,
2309 Berkeley Ave,Tramor at Hunter's Glen,78745,1,1,594,58,22.50%,3,5.20%,890.00,1.50,883.00,1.49,0.008,1984,,258,10.43,7.00%,no,1,0,59,37,16834,67482,17.61,8.94,
2309 Berkeley Ave,Tramor at Hunter's Glen,78745,1,1,693,58,22.50%,3,5.20%,975.00,1.41,967.00,1.40,0.008,1984,,258,10.43,7.00%,no,1,0,59,37,16834,67482,17.61,8.94,
2309 Berkeley Ave,Tramor at Hunter's Glen,78745,2,1,828,48,18.60%,4,8.30%,1095.00,1.32,1041.00,1.26,0.050,1984,,258,10.43,7.00%,no,1,0,59,37,16834,67482,17.61,8.94,
2309 Berkeley Ave,Tramor at Hunter's Glen,78745,2,2,0,0,0.00%,0,0.00%,1158.00,0.00,1149.00,0.00,0.050,1984,,258,10.43,7.00%,no,1,0,59,37,16834,67482,17.61,8.94,
2309 Berkeley Ave,Tramor at Hunter's Glen,78745,2,2,883,94,36.40%,2,2.10%,1150.00,1.30,1093.00,1.24,0.050,1984,,258,10.43,7.00%,no,1,0,59,37,16834,67482,17.61,8.94,
6607 Brodie Ln,The Park on Brodie Lane,78745,1,1,655,51,17.60%,3,5.90%,1114.00,1.70,1109.00,1.69,0.005,1997,,290,39.67,2.40%,no,1,0,38,28,9912,76927,17.84,10.33,
6607 Brodie Ln,The Park on Brodie Lane,78745,1,1,796,54,18.60%,5,9.30%,1090.00,1.37,1085.00,1.36,0.005,1997,,290,39.67,2.40%,no,1,0,38,28,9912,76927,17.84,10.33,
6607 Brodie Ln,The Park on Brodie Lane,78745,1,1,857,53,18.30%,0,0.00%,1480.00,1.73,1473.00,1.72,0.005,1997,,290,39.67,2.40%,no,1,0,38,28,9912,76927,17.84,10.33,
6607 Brodie Ln,The Park on Brodie Lane,78745,2,1,932,12,4.10%,0,0.00%,1537.00,1.65,1530.00,1.64,0.005,1997,,290,39.67,2.40%,no,1,0,38,28,9912,76927,17.84,10.33,
6607 Brodie Ln,The Park on Brodie Lane,78745,2,2,932,6,2.10%,0,0.00%,1428.00,1.53,1421.00,1.52,0.005,1997,,290,39.67,2.40%,no,1,0,38,28,9912,76927,17.84,10.33,
6607 Brodie Ln,The Park on Brodie Lane,78745,2,2,1071,32,11.00%,4,12.50%,1619.00,1.51,1611.00,1.50,0.005,1997,,290,39.67,2.40%,no,1,0,38,28,9912,76927,17.84,10.33,
6607 Brodie Ln,The Park on Brodie Lane,78745,2,2,1126,32,11.00%,1,3.10%,1613.00,1.43,1606.00,1.43,0.005,1997,,290,39.67,2.40%,no,1,0,38,28,9912,76927,17.84,10.33,
6607 Brodie Ln,The Park on Brodie Lane,78745,2,2,1244,32,11.00%,0,0.00%,1642.00,1.32,1634.00,1.31,0.005,1997,,290,39.67,2.40%,no,1,0,38,28,9912,76927,17.84,10.33,
6607 Brodie Ln,The Park on Brodie Lane,78745,3,2,1367,18,6.20%,4,22.20%,1718.00,1.26,1646.00,1.20,0.041,1997,,290,39.67,2.40%,no,1,0,38,28,9912,76927,17.84,10.33,
8700 Brodie Ln,The Brodie,78745,1,1,657,46,14.20%,1,2.20%,1095.00,1.67,1056.00,1.61,0.036,2001,,324,23.91,4.30%,Yes but not in unit,1,1,45,27,13801,82101,19.05,11.02,
8700 Brodie Ln,The Brodie,78745,1,1,759,50,15.40%,6,12.00%,1170.00,1.54,1128.00,1.49,0.036,2001,,324,23.91,4.30%,Yes but not in unit,1,1,45,27,13801,82101,19.05,11.02,
8700 Brodie Ln,The Brodie,78745,1,1,840,46,14.20%,6,13.00%,1210.00,1.44,1167.00,1.39,0.036,2001,,324,23.91,4.30%,Yes but not in unit,1,1,45,27,13801,82101,19.05,11.02,
8700 Brodie Ln,The Brodie,78745,1,1,926,50,15.40%,3,6.00%,1260.00,1.36,1215.00,1.31,0.036,2001,,324,23.91,4.30%,Yes but not in unit,1,1,45,27,13801,82101,19.05,11.02,
8700 Brodie Ln,The Brodie,78745,2,2,1043,50,15.40%,5,10.00%,1430.00,1.37,1390.00,1.33,0.028,2001,,324,23.91,4.30%,Yes but not in unit,1,1,45,27,13801,82101,19.05,11.02,
8700 Brodie Ln,The Brodie,78745,2,2,1176,50,15.40%,6,12.00%,1495.00,1.27,1453.00,1.24,0.028,2001,,324,23.91,4.30%,Yes but not in unit,1,1,45,27,13801,82101,19.05,11.02,
8700 Brodie Ln,The Brodie,78745,2,2,1296,24,7.40%,4,16.70%,1499.00,1.16,1457.00,1.12,0.028,2001,,324,23.91,4.30%,Yes but not in unit,1,1,45,27,13801,82101,19.05,11.02,
8700 Brodie Ln,The Brodie,78745,3,2,1395,8,2.50%,6,75.00%,1825.00,1.31,1783.00,1.28,0.023,2001,,324,23.91,4.30%,Yes but not in unit,1,1,45,27,13801,82101,19.05,11.02,
7001 Congress Ave S,Centennial Place Apartments,78745,1,1,400,44,30.60%,6,13.60%,889.00,2.22,864.00,2.16,0.028,1984,,144,0.00,4.90%,no,0,0,54,46,20872,49475,19.52,7.48,
7001 Congress Ave S,Centennial Place Apartments,78745,1,1,540,40,27.80%,0,0.00%,815.00,1.51,792.00,1.47,0.028,1984,,144,0.00,4.90%,no,0,0,54,46,20872,49475,19.52,7.48,
7001 Congress Ave S,Centennial Place Apartments,78745,1,1,650,16,11.10%,0,0.00%,880.00,1.35,855.00,1.32,0.028,1984,,144,0.00,4.90%,no,0,0,54,46,20872,49475,19.52,7.48,
7001 Congress Ave S,Centennial Place Apartments,78745,2,1,800,16,11.10%,0,0.00%,925.00,1.16,919.00,1.15,0.006,1984,,144,0.00,4.90%,no,0,0,54,46,20872,49475,19.52,7.48,
7001 Congress Ave S,Centennial Place Apartments,78745,2,2,920,16,11.10%,0,0.00%,960.00,1.04,954.00,1.04,0.006,1984,,144,0.00,4.90%,no,0,0,54,46,20872,49475,19.52,7.48,
7001 Congress Ave S,Centennial Place Apartments,78745,2,2,1000,12,8.30%,0,0.00%,1070.00,1.07,1063.00,1.06,0.006,1984,,144,0.00,4.90%,no,0,0,54,46,20872,49475,19.52,7.48,
5010 S Congress Ave,Sur 512,78745,1,1,601,59,16.80%,6,10.20%,1325.00,2.20,1312.00,2.18,0.010,2016,,352,8.91,25.00%,Yes in unit,0,1,53,43,16864,57049,18.38,7.33,
5010 S Congress Ave,Sur 512,78745,1,1,746,52,14.80%,4,7.70%,1410.00,1.89,1396.00,1.87,0.010,2016,,352,8.91,25.00%,Yes in unit,0,1,53,43,16864,57049,18.38,7.33,
5010 S Congress Ave,Sur 512,78745,1,1,833,58,16.50%,13,22.40%,1420.00,1.70,1406.00,1.69,0.010,2016,,352,8.91,25.00%,Yes in unit,0,1,53,43,16864,57049,18.38,7.33,
5010 S Congress Ave,Sur 512,78745,1,1,844,36,10.20%,0,0.00%,1430.00,1.69,1416.00,1.68,0.010,2016,,352,8.91,25.00%,Yes in unit,0,1,53,43,16864,57049,18.38,7.33,
5010 S Congress Ave,Sur 512,78745,1,1,869,3,0.90%,0,0.00%,1535.00,1.77,1519.00,1.75,0.010,2016,,352,8.91,25.00%,Yes in unit,0,1,53,43,16864,57049,18.38,7.33,
5010 S Congress Ave,Sur 512,78745,2,2,1032,67,19.00%,6,9.00%,1535.00,1.49,1520.00,1.47,0.010,2016,,352,8.91,25.00%,Yes in unit,0,1,53,43,16864,57049,18.38,7.33,
5010 S Congress Ave,Sur 512,78745,2,2,1044,4,1.10%,1,25.00%,1560.00,1.49,1544.00,1.48,0.010,2016,,352,8.91,25.00%,Yes in unit,0,1,53,43,16864,57049,18.38,7.33,
5010 S Congress Ave,Sur 512,78745,2,2,1134,2,0.60%,0,0.00%,1635.00,1.44,1619.00,1.43,0.010,2016,,352,8.91,25.00%,Yes in unit,0,1,53,43,16864,57049,18.38,7.33,
5010 S Congress Ave,Sur 512,78745,2,2,1140,28,8.00%,5,17.90%,1635.00,1.43,1619.00,1.42,0.010,2016,,352,8.91,25.00%,Yes in unit,0,1,53,43,16864,57049,18.38,7.33,
5010 S Congress Ave,Sur 512,78745,2,2,1191,28,8.00%,10,35.70%,1735.00,1.46,1718.00,1.44,0.010,2016,,352,8.91,25.00%,Yes in unit,0,1,53,43,16864,57049,18.38,7.33,
5010 S Congress Ave,Sur 512,78745,2,2,1235,3,0.90%,2,66.70%,1760.00,1.43,1742.00,1.41,0.010,2016,,352,8.91,25.00%,Yes in unit,0,1,53,43,16864,57049,18.38,7.33,
5010 S Congress Ave,Sur 512,78745,2,2,1242,4,1.10%,0,0.00%,1810.00,1.46,1792.00,1.44,0.010,2016,,352,8.91,25.00%,Yes in unit,0,1,53,43,16864,57049,18.38,7.33,
5010 S Congress Ave,Sur 512,78745,3,2,1260,8,2.30%,1,12.50%,2035.00,1.62,2015.00,1.60,0.010,2016,,352,8.91,25.00%,Yes in unit,0,1,53,43,16864,57049,18.38,7.33,
6300 S Congress Ave,SOCO,78745,1,1,570,16,13.10%,4,25.00%,1000.00,1.75,990.00,1.74,0.010,2004,,122,7.21,2.50%,Yes but not in unit,1,0,60,48,22756,52025,19.4,7.66,
6300 S Congress Ave,SOCO,78745,2,1,766,16,13.10%,1,6.30%,1162.00,1.52,1159.00,1.51,0.003,2004,,122,7.21,2.50%,Yes but not in unit,1,0,60,48,22756,52025,19.4,7.66,
6300 S Congress Ave,SOCO,78745,2,2,872,74,60.70%,4,5.40%,1201.00,1.38,1198.00,1.37,0.003,2004,,122,7.21,2.50%,Yes but not in unit,1,0,60,48,22756,52025,19.4,7.66,
6300 S Congress Ave,SOCO,78745,3,2,1072,8,6.60%,1,12.50%,1594.00,1.49,1583.00,1.48,0.007,2004,,122,7.21,2.50%,Yes but not in unit,1,0,60,48,22756,52025,19.4,7.66,
6300 S Congress Ave,SOCO,78745,3,2,1136,8,6.60%,0,0.00%,1557.00,1.37,1545.00,1.36,0.070,2004,,122,7.21,2.50%,Yes but not in unit,1,0,60,48,22756,52025,19.4,7.66,
570405902 Cougar Dr,Arbor Coves,78745,2,1,768,84,100.00%,5,6.00%,1200.00,1.56,1156.00,1.51,0.037,1982,,84,0.24,6.00%,no,0,0,64,39,20708,57389,18.69,8.24,
4911 Manchaca Rd,Stony Creek Apartments,78745,1,1,481,32,24.20%,1,3.10%,984.00,2.05,980.00,2.04,0.004,1982,,132,5.92,2.30%,Yes but not in unit,0,1,63,45,14736,62365,16.35,7.64,
4911 Manchaca Rd,Stony Creek Apartments,78745,1,1,575,84,63.60%,1,1.20%,1025.00,1.78,1021.00,1.78,0.004,1982,,132,5.92,2.30%,Yes but not in unit,0,1,63,45,14736,62365,16.35,7.64,
4911 Manchaca Rd,Stony Creek Apartments,78745,2,2,917,16,12.10%,0,0.00%,0.00,0.00,0.00,0.00,0.000,1982,,132,5.92,2.30%,Yes but not in unit,0,1,63,45,14736,62365,16.35,7.64,
5413 Manchaca Rd,Tramor at the Oaks Apartments,78745,1,1,512,40,35.70%,1,250.00%,895.00,1.75,890.00,1.74,0.005,1983,,112,4.56,3.60%,Yes but not in unit,1,1,65,35,17594,62110,16.85,8.15,
5413 Manchaca Rd,Tramor at the Oaks Apartments,78745,1,1,665,40,35.70%,1,250.00%,950.00,1.43,945.00,1.42,0.005,1983,,112,4.56,3.60%,Yes but not in unit,1,1,65,35,17594,62110,16.85,8.15,
5413 Manchaca Rd,Tramor at the Oaks Apartments,78745,2,2,935,24,21.40%,1,420.00%,1100.00,1.18,1094.00,1.17,0.005,1983,,112,4.56,3.60%,Yes but not in unit,1,1,65,35,17594,62110,16.85,8.15,
5413 Manchaca Rd,Tramor at the Oaks Apartments,78745,2,2,955,8,7.10%,0,0.00%,1150.00,1.20,1144.00,1.20,0.005,1983,,112,4.56,3.60%,Yes but not in unit,1,1,65,35,17594,62110,16.85,8.15,
6500 Manchaca Rd ,Trillium Terrace,78745,1,1,625,36,21.40%,3,8.30%,1162.00,1.86,1155.00,1.85,0.006,2017,,168,6.34,3.00%,Yes in unit,0,1,69,36,17574,68175,17.66,8.95,
6500 Manchaca Rd ,Trillium Terrace,78745,1,1,713,24,14.30%,0,0.00%,1250.00,1.75,1242.00,1.74,0.006,2017,,168,6.34,3.00%,Yes in unit,0,1,69,36,17574,68175,17.66,8.95,
6500 Manchaca Rd ,Trillium Terrace,78745,1,1,722,24,14.30%,1,4.20%,1260.00,1.75,1252.00,1.73,0.006,2017,,168,6.34,3.00%,Yes in unit,0,1,69,36,17574,68175,17.66,8.95,
6500 Manchaca Rd ,Trillium Terrace,78745,1,1,806,24,14.30%,1,4.20%,1345.00,1.67,1337.00,1.66,0.006,2017,,168,6.34,3.00%,Yes in unit,0,1,69,36,17574,68175,17.66,8.95,
6500 Manchaca Rd ,Trillium Terrace,78745,2,2,967,36,21.40%,0,0.00%,1470.00,1.52,1452.00,1.50,0.012,2017,,168,6.34,3.00%,Yes in unit,0,1,69,36,17574,68175,17.66,8.95,
6500 Manchaca Rd ,Trillium Terrace,78745,2,2,1060,24,14.30%,1,4.20%,1740.00,1.64,1719.00,1.62,0.012,2017,,168,6.34,3.00%,Yes in unit,0,1,69,36,17574,68175,17.66,8.95,
400 Saint Elmo Rd W,The Arts at South Austin,78745,1,1,600,48,34.30%,2,420.00%,1075.00,1.79,985.00,1.64,0.084,1984,2007,140,6.21,5.00%,Yes in unit,0,0,70,50,17995,56149,17.65,6.44,
400 Saint Elmo Rd W,The Arts at South Austin,78745,1,2,660,7,5.00%,0,0.00%,1099.00,1.67,1007.00,1.53,0.084,1984,2007,140,6.21,5.00%,Yes in unit,0,0,70,50,17995,56149,17.65,6.44,
400 Saint Elmo Rd W,The Arts at South Austin,78745,2,2,914,28,20.00%,1,360.00%,1345.00,1.47,1233.00,1.35,0.083,1984,2007,140,6.21,5.00%,Yes in unit,0,0,70,50,17995,56149,17.65,6.44,
400 Saint Elmo Rd W,The Arts at South Austin,78745,2,2,869,32,22.90%,2,630.00%,1325.00,1.52,1215.00,1.40,0.083,1984,2007,140,6.21,5.00%,Yes in unit,0,0,70,50,17995,56149,17.65,6.44,
400 Saint Elmo Rd W,The Arts at South Austin,78745,2,2,990,2,1.40%,0,0.00%,1553.00,1.57,1424.00,1.44,0.083,1984,2007,140,6.21,5.00%,Yes in unit,0,0,70,50,17995,56149,17.65,6.44,
400 Saint Elmo Rd W,The Arts at South Austin,78745,2,3,921,23,16.40%,0,0.00%,1445.00,1.57,1325.00,1.44,0.083,1984,2007,140,6.21,5.00%,Yes in unit,0,0,70,50,17995,56149,17.65,6.44,
500 E Stassney Ln,Griffis SoCo Austin ,78745,1,1,639,24,8.10%,1,4.20%,1166.00,1.82,1069.00,1.67,0.083,2001,,296,23.45,6.10%,Yes in unit,1,0,56,45,21284,52794,18.62,6.58,
500 E Stassney Ln,Griffis SoCo Austin ,78745,1,1,689,24,8.10%,0,0.00%,1515.00,2.20,1389.00,2.02,0.083,2001,,296,23.45,6.10%,Yes in unit,1,0,56,45,21284,52794,18.62,6.58,
500 E Stassney Ln,Griffis SoCo Austin ,78745,1,1,705,48,16.20%,2,4.20%,1195.00,1.70,1095.00,1.55,0.083,2001,,296,23.45,6.10%,Yes in unit,1,0,56,45,21284,52794,18.62,6.58,
500 E Stassney Ln,Griffis SoCo Austin ,78745,1,1,760,48,16.20%,1,2.10%,1224.00,1.61,1122.00,1.48,0.083,2001,,296,23.45,6.10%,Yes in unit,1,0,56,45,21284,52794,18.62,6.58,
500 E Stassney Ln,Griffis SoCo Austin ,78745,1,1,860,5,1.70%,0,0.00%,1958.00,2.28,1794.00,2.09,0.083,2001,,296,23.45,6.10%,Yes in unit,1,0,56,45,21284,52794,18.62,6.58,
500 E Stassney Ln,Griffis SoCo Austin ,78745,1,1,897,5,1.70%,0,0.00%,1561.00,1.74,1431.00,1.60,0.083,2001,,296,23.45,6.10%,Yes in unit,1,0,56,45,21284,52794,18.62,6.58,
500 E Stassney Ln,Griffis SoCo Austin ,78745,1,1,934,10,3.40%,0,0.00%,1483.00,1.59,1360.00,1.46,0.083,2001,,296,23.45,6.10%,Yes in unit,1,0,56,45,21284,52794,18.62,6.58,
500 E Stassney Ln,Griffis SoCo Austin ,78745,2,2,1085,36,12.20%,3,8.30%,1444.00,1.33,1324.00,1.22,0.083,2001,,296,23.45,6.10%,Yes in unit,1,0,56,45,21284,52794,18.62,6.58,
